business_name,author_name,text,photo,rating,rating_category
Cici Tantuni,Alp Tekin,Not bad.,dataset/taste/cici_tantuni_alp_tekin.png,3,taste
Bunbun Kas,Yaren Sardic,If you want a different taste in Kaş; they serve it by putting meat; chicken or meatballs cooked for a long time on the bun bread; you can order the drink separately with fried potatoes.,dataset/indoor_atmosphere/bunbun_kas_yaren_sardic.png,5,indoor_atmosphere
Bunbun Kas,Burak Efendioglu,A fast food restaurant with very friendly staff. It didn't appeal to my taste at all. Undercooked dough and lint meat.,dataset/outdoor_atmosphere/bunbun_kas_burak_efendioglu.png,3,outdoor_atmosphere
Bunbun Kas,Metehan Kilic,Overall it wasn't bad. It was delicious and ice cold. Mohair meat was delicious. The fries were nice. However; the bread that gives the place its name is a disappointment.,dataset/taste/bunbun_kas_metehan_kilic.png,4,taste
Bunbun Kas,Selim Sinan,It has a hearty menu that starts with a very sweet encounter; it was quite delicious; the pepper sauce they made is successful.,dataset/menu/bunbun_kas_selim_sinan.png,5,menu
Bunbun Kas,Melisa Eser,There are many options on the menu and the average portion price is 50 TL. One portion is very satisfying; but if you don't like dough; you've come to the wrong address. They put the ingredients of your choice between a soft steamed bread.,dataset/indoor_atmosphere/bunbun_kas_melisa_eser.png,5,indoor_atmosphere
Bunbun Kas,Ertugrul Ozcan,I really liked the handmade basil buttermilk and lemonade. The chicken sandwich is okay; I think the chocolate one has nothing to say; it only had strawberries in it; there could be more fruit like waffles.,dataset/outdoor_atmosphere/bunbun_kas_ertugrul_ozcan.png,4,outdoor_atmosphere
Bunbun Kas,Burak Sengun,I can say that cleanliness; taste; warm-blooded employees were absolutely perfect.,dataset/taste/bunbun_kas_burak_sengun.png,5,taste
Bunbun Kas,Semih Donmez,We came to Bunbun for a snack at noon. We generally liked what we ate; including the vegan ones. We especially loved the one with beetroot. Meaty ones are nice. I really liked their fries.,dataset/menu/bunbun_kas_semih_donmez.png,5,menu
Bunbun Kas,Erdi Ozmen,They make hamburgers from bun bread and come with french fries. Quite tasty and satisfying.,dataset/taste/bunbun_kas_erdi_ozmen.png,4,taste
Bunbun Kas,Enes Cekic,If you come to Kaş and do not eat bunbun here; you are not considered to have come to Kaş. I would definitely recommend you to try it. Especially the ayran is wonderful.,dataset/outdoor_atmosphere/bunbun_kas_enes_cekic.png,5,outdoor_atmosphere
Bunbun Kas,Okan Dolay,We ordered meatballs and handmade meatballs that were baked for 6 hours. Meatballs were delicious; meat was delicious.,dataset/menu/bunbun_kas_okan_dolay.png,4,menu
Gulcimen Aspava,Berna Kilic,Even though it was overcrowded; our orders came very quickly. Except for the künefe; all the treats were delicious. The künefe tasted oily. I recommend you to go to a very clean and relevant place.,dataset/indoor_atmosphere/gulcimen_aspava_berna_kilic.png,5,indoor_atmosphere
Gulcimen Aspava,Ezgi Corumlu,You get full like crazy in the range of 150-200 per person. It's beautiful inside. Easy to access.,dataset/outdoor_atmosphere/gulcimen_aspava_ezgi_corumlu.png,3,outdoor_atmosphere
Gulcimen Aspava,Taner Ozkan,Orders that came really shockingly fast and the treats were delicious.,dataset/menu/gulcimen_aspava_taner_ozkan.png,5,menu
Gulcimen Aspava,Satilmis Karayalcin,The treats were excellent; but I did not like the main dish; it was not fully cooked; other than that; the treats and service were very good.,dataset/taste/gulcimen_aspava_satilmis_karayalcin.png,3,taste
Gulcimen Aspava,Fulya Altin,"I always go to this restourant, the treats are constantly renewed and the kebabs are good. There are sweet treats after the meal. The only problem is that it is usually very full and noisy.",dataset/indoor_atmosphere/gulcimen_aspava_fulya_altin.png,4,indoor_atmosphere
Gulcimen Aspava,Senal Gunalan,The treats are constantly being refreshed.. all the waiters are very interested.. The taste was not overly good.,dataset/outdoor_atmosphere/gulcimen_aspava_senal_gunalan.png,3,outdoor_atmosphere
Gulcimen Aspava,Ceren Acikgoz,There was no delay in meals. As soon as the soup was finished; the meal arrived. The meals are quite delicious.,dataset/menu/gulcimen_aspava_ceren_acikgoz.png,5,menu
Gulcimen Aspava,Volkan Kirbiyik,As soon as you sit down; treats come to your table. Abundant; varied and constantly renewed refreshments. It is a recommendation to everyone who got full marks from us...,dataset/taste/gulcimen_aspava_volkan_kirbiyik.png,5,taste
Gulcimen Aspava,Edward Stain,Lots of quality extras and unlimited treats. After the meal; cigarettes are offered as a treat; which is very interesting.,dataset/indoor_atmosphere/gulcimen_aspava_edward_stain.png,5,indoor_atmosphere
Gulcimen Aspava,Deniz Kaptan,This is the best aspava restaurant. The treats were perfect.,dataset/indoor_atmosphere/gulcimen_aspava_deniz_kaptan.png,5,indoor_atmosphere
Gulcimen Aspava,Alper Altun,Appetizers and service came quickly. The glasses are badly scratched. Especially the fries were fresh and delicious. Raw meatballs and stuffed meatballs were like mud without flavor.,dataset/taste/gulcimen_aspava_alper_altun.png,3,taste
Nazar Cafe,Cihangir Dagdeviren,I recommend profiteroles and meringue; they are their own production. The entrance is suitable for the disabled. It's good that they're paying attention to this.,dataset/menu/nazar_cafe_cihangir_dagdeviren.png,5,menu
Nazar Cafe,Serdar Sariguney,The best place to eat local food in Muğla. Master Fikret's food is excellent. You should definitely stop by here.,dataset/indoor_atmosphere/nazar_cafe_serdar_sariguney.png,5,indoor_atmosphere
Nazar Cafe,Burhan Kilic,I went with my friends; their milk desserts were very good.,dataset/taste/nazar_cafe_burhan_kilic.png,5,taste
Nazar Cafe,Ali Arslan,The cheddar pastry was very bad compared to the past. It has reached the level of a normal patisserie; it used to be better.,dataset/outdoor_atmosphere/nazar_cafe_ali_arslan.png,3,outdoor_atmosphere
Nazar Cafe,Berkay Tasdeviren,We went to eat dessert as a family and we were satisfied. It was a bit crowded.,dataset/outdoor_atmosphere/nazar_cafe_berkay_tasdeviren.png,4,outdoor_atmosphere
Nazar Cafe,Nalan Kavskli,It's cold and extremely bad; the price of the food is way above its quality; 46 liras for 6 meatballs; 30 minutes or more waiting time. I definitely don't recommend it.,dataset/taste/nazar_cafe_nalan_kavskli.png,1,taste
Nazar Cafe,Alper Kultufan,Very good quality and expensive also always crowded.,dataset/outdoor_atmosphere/nazar_cafe_alper_kultufan.png,4,outdoor_atmosphere
Nazar Cafe,Kadir Turkoglu,Good.,dataset/menu/nazar_cafe_kadir_turkoglu.png,4,menu
Nazar Cafe,Visam Gultekin,Everything you eat is very fresh and delicious. The back of the place is in the concept of a restaurant and the 2nd floor is in the concept of a cafe. We liked it very much.,dataset/indoor_atmosphere/nazar_cafe_visam_gultekin.png,5,indoor_atmosphere
Nazar Cafe,Sevgi Taran,I ate awesome pasta; I recommend to you..,dataset/taste/nazar_cafe_sevgi_taran.png,5,taste
Nazar Cafe,Gokce Sosyal,Recommend.,dataset/indoor_atmosphere/nazar_cafe_gokce_sosyal.png,4,indoor_atmosphere
Alsancak Firin,Dogukan Kuyucak,It can be preferred for breakfast. The salt of the flakes was a little lacking; so it affects the taste; but it was not a problem.,dataset/outdoor_atmosphere/alsancak_firin_dogukan_kuyucak.png,3,outdoor_atmosphere
Alsancak Firin,Levent Karacaoglu,"Bagel / crispy is tasteless; the outer crust is hard, and the tea is tasteless due to its water. Boiled egg craved but I gave up because it was peeled.",dataset/menu/alsancak_firin_levent_karacaoglu.png,4,menu
Alsancak Firin,Cenker Goncu,Prices are very affordable; boyoz is fresh and nice. Finding breakfast items such as olives; cheese and honey in addition to Boyoz also adds to the beauty.,dataset/taste/alsancak_firin_cenker_goncu.png,5,taste
Alsancak Firin,Tugce Tas,The most beautiful boyoz is clear here! Those who claim otherwise should reconsider their taste. I have never eaten such good boyoz in my life.,dataset/indoor_atmosphere/alsancak_firin_tugce_tas.png,5,indoor_atmosphere
Alsancak Firin,Osman Koral,I like it a lot. Prices are reasonable. Many varieties of boyoz available.,dataset/outdoor_atmosphere/alsancak_firin_osman_koral.png,4,outdoor_atmosphere
Alsancak Firin,Murat Turan,In terms of taste; minced meat and pastrami were very good. Tahini was medium. Olive was good too.,dataset/taste/alsancak_firin_murat_turan.png,3,taste
Alsancak Firin,Emre Sener,The boyoz with mozzarella was legendary; the salt taste coming from the back really makes the boyoz delicious.,dataset/menu/alsancak_firin_emre_sener.png,5,menu
Alsancak Firin,Zeynep Tekin,It's a very cute oven. It opens early in the morning. Boyozes are very delicious; I loved the one with mozzarella.,dataset/indoor_atmosphere/alsancak_firin_zeynep_tekin.png,5,indoor_atmosphere
Alsancak Firin,Ozge Askiner,I ate boyoz for the first time. For me; I guess I wouldn't eat it again. Frankly; it's not a taste that I will look for and miss.,dataset/outdoor_atmosphere/alsancak_firin_ozge_askiner.png,2,outdoor_atmosphere
Alsancak Firin,Safa Oz,I ate a variety of boyoz for the first time and I liked it very much. The service is fast and the atmosphere is friendly. If you come to Izmir; do not pass by here.,dataset/menu/alsancak_firin_safa_oz.png,5,menu
Alsancak Firin,Elif Gursoy,I came with recommendation and it really tasted good. It doesn't have a very different taste; so I don't think you will have a problem whether it fits your palate or not.,dataset/taste/alsancak_firin_elif_gursoy.png,4,taste
Sushico,Nilufer Karatas,It was the best SushiCo restaurant I've experienced. Sushi was perfect and delicious.,dataset/indoor_atmosphere/sushico_nilufer_karatas.png,5,indoor_atmosphere
Sushico,Cansel Elcin,First of all; our orders came very quickly. Edamame came without salt; which we liked a lot. You can add your own. We ordered tuna and salmon as sashimi. I couldn't eat good sashimi in Istanbul for a long time; unfortunately this place did not pass the exam.,dataset/taste/sushico_cansel_elcin.png,3,taste
Sushico,Sercan Kuzu,Great atmosphere!,dataset/outdoor_atmosphere/sushico_sercan_kuzu.png,5,outdoor_atmosphere
Sushico,Seckin Yogurtcu,Service was good; transportation was easy. Prices are above average. For those who don't like the taste of raw fish; I recommend roles instead of nigiri.,dataset/menu/sushico_seckin_yogurtcu.png,4,menu
Sushico,Noah Ksante,The food is fresh; delicious and the atmosphere is quality as always.,dataset/indoor_atmosphere/sushico_noah_ksante.png,5,indoor_atmosphere
Sushico,Baran Serin,Pretty good sushi; attentive; friendly service..,dataset/outdoor_atmosphere/sushico_baran_serin.png,5,outdoor_atmosphere
Sushico,Hikmet Beral,Liked.,dataset/taste/sushico_hikmet_beral.png,4,taste
Sushico,Nesrin Ergun,The flavors were good in general; the prices were a bit high.,dataset/menu/sushico_nesrin_ergun.png,4,menu
Sushico,Fattuma Ramesy,It didn't suit my taste but my wife loved it. The place was beautiful.,dataset/taste/sushico_fattuma_ramesy.png,3,taste
Sushico,Fethi Tekyaygil,Started off well with nice duck sushi and prawn gyoza; but was given wrong meat in pad Thai so sent it back. No apologies. Ordered spring rolls; they never came.,dataset/indoor_atmosphere/sushico_fethi_tekyaygil.png,1,indoor_atmosphere
Sushico,Alaa Makkawi,Very clean restaurant... Tasty suchi and noodles.,dataset/indoor_atmosphere/sushico_alaa_makkawi.png,5,indoor_atmosphere
Sardalye,Esin Buyukkurkcu,We ordered sole fish; fried haddock; fried mussels; and sardines. Our favorite among them was sole fish. The only thing that bothered me was that the men's and women's toilets were a common and single toilet.,dataset/outdoor_atmosphere/sardalye_esin_buyukkurkcu.png,4,outdoor_atmosphere
Sardalye,Efecan Kobo,The taste really lives up to expectations. It is a business that maintains frying fish; which is essentially a fast food; in accordance with its craft. I liked.,dataset/taste/sardalye_efecan_kobo.png,4,taste
Sardalye,Faruk Miri,Delicious!,dataset/indoor_atmosphere/sardalye_faruk_miri.png,5,indoor_atmosphere
Sardalye,Hulya Tokgoz,Very cheap against portions.,dataset/menu/sardalye_hulya_tokgoz.png,5,menu
Sardalye,Mert Kiziloz,Our back hurt while eating; the place was clean.,dataset/indoor_atmosphere/sardalye_mert_sardalye.png,2,indoor_atmosphere
Sardalye,Mehmet Gozutok,Fish and bread are delicious but the place has gone back every year. Cleanliness and hygiene are almost non-existent; employees are weary and reluctant.,dataset/outdoor_atmosphere/sardalye_mehmet_gozutok.png,3,outdoor_atmosphere
Sardalye,Irmak Yuzbasioglu,I think they cook very fast and delicious fish; and they have very sweet employees; I definitely recommend them. I also strongly recommend the pickle juice and sole fish.,dataset/taste/sardalye_irmak_yuzbasioglu.png,5,taste
Sardalye,Theodora Delibasoglu,Prices are a little bit high.,dataset/menu/sardalye_theodora_delibasoglu.png,3,menu
Sardalye,Furkan Ciftci,We ate our meal on the top floor; the location of the place was beautiful. The flavors and portions were good. I suggest you to eat fish bread.,dataset/indoor_atmosphere/sardalye_furkan_ciftci.png,5,indoor_atmosphere
Sardalye,Guney Gecer,I went to there with my girl friend; I liked fishes but she did not like because fishes are a little bit oily.,dataset/taste/sardalye_guney_gecer.png,4,taste
Sardalye,Enes Ozturk,Portions are huge.. sardines are delicious; fish is very oily; so you have to eat bread. Therefore; the best choice is between bread.,dataset/outdoor_atmosphere/sardalye_enes_ozturk.png,4,outdoor_atmosphere
Kumrucu Omur,Recep Rehber,There are only Kumru and Kumpir options; the Kumru is not bad; it needs a little more oil; I can't say it's very tasty. The place is beautiful in terms of location; but there is a crowd; so the staff cannot keep up.,dataset/indoor_atmosphere/kumrucu_omur_recep_rehber.png,2,indoor_atmosphere
Kumrucu Omur,Elif Birlik,The material of the kumru is medium quality; the portion is small. We were 3 persons. All three of us had burnt bread.,dataset/outdoor_atmosphere/kumrucu_omur_elif_birlik.png,3,outdoor_atmosphere
Kumrucu Omur,Ece Yucel,Excellent. I recommend.,dataset/taste/kumrucu_omur_ece_yucel.png,5,taste
Kumrucu Omur,Ali Marangozoglu,I ate the best dove I've ever eaten here. Everyone should come!!,dataset/menu/kumrucu_omur_ali_marangozoglu.png,5,menu
Kumrucu Omur,Muhittin Keskin,"Crowded but no problem, flavor is okay.",dataset/outdoor_atmosphere/kumrucu_omur_muhittin_keskin.png,4,outdoor_atmosphere
Kumrucu Omur,Birkan Fayin,"Kumpir is delicious. Super Kumru is really good. Compared to other places, we can say that the prices are reasonable and the service quality is high. quality materials used.",dataset/outdoor_atmosphere/kumrucu_omur_birkan_fayin.png,5,outdoor_atmosphere
Kumrucu Omur,Efe Eryurt,I'm really surprised; it's a huge business; but the staff is so indifferent and bored.,dataset/taste/kumrucu_omur_efe_eryurt.png,2,taste
Kumrucu Omur,Cagatay Avci,"Beautiful place; in a perfect location; clean and equipped with quality; these definitely deserve a star; but as someone who loves dove and has experienced it in every corner of Izmir (Alçatı; Bostanlı; İnciraltı; Çeşme; etc.), this ""dove"" is not the only thing that can be said.",dataset/indoor_atmosphere/kumrucu_omur_cagatay_avci.png,4,indoor_atmosphere
Kumrucu Omur,Ozgur Bilgili,Food came a little late but that was okay. Prices were as you can see in the photo. It wasn't a bad experience.,dataset/menu/kumrucu_omur_ozgur_bilgili.png,3,menu
Kumrucu Omur,Cigdem Kiziloren,I can recommend it to those who want to eat a delicious dove in a beautiful place. Kumru's price is 45₺.,dataset/indoor_atmosphere/kumrucu_omur_cigdem_kiziloren.png,4,indoor_atmosphere
Kumrucu Omur,Yasemin Yilmaz,Definitely. Texts the dove's book. The Kumpir they ordered was also excellent.,dataset/taste/kumrucu_omur_yasemin_yilmaz.png,5,taste
Kofteci Yusuf,Kemal Hakat,Bread was a bit stale and no problem except taking the order late and waiting. Meatballs are delicious as always.,dataset/taste/kofteci_yusuf_kemal_hakat.png,4,taste
Kofteci Yusuf,Ali Bedir,The order came fast. I loved the doner and chicken. It was well cooked. But orders came late.,dataset/outdoor_atmosphere/kofteci_yusuf_ali_bedir.png,4,outdoor_atmosphere
Kofteci Yusuf,Mirza Kapi,The place was really dirty and the orders came late.,dataset/indoor_atmosphere/kofteci_yusuf_mirza_kapi.png,3,indoor_atmosphere
Kofteci Yusuf,Furkan Cam,Great service.,dataset/menu/kofteci_yusuf_furkan_cam.png,4,menu
Kofteci Yusuf,Ayse Koylu,The fact that all the employees were women made me very happy; the tastes were good.,dataset/taste/kofteci_yusuf_ayse_koylu.png,5,taste
Kofteci Yusuf,Damla Akpinar,Their service was a little slow; the flavors were on point. I had breakfast; there was unlimited tea; it was a different situation that they brought the tea in a water glass.,dataset/outdoor_atmosphere/kofteci_yusuf_damla_akpinar.png,3,outdoor_atmosphere
Kofteci Yusuf,Betul Artis,Great service; attention and relevance It was nice. Everything was perfect.,dataset/indoor_atmosphere/kofteci_yusuf_betul_artis.png,5,indoor_atmosphere
Kofteci Yusuf,Sibel Bilik,Its meatballs are beautiful. So is soup and salad too.,dataset/taste/kofteci_yusuf_sibel_bilik.png,5,taste
Kofteci Yusuf,Ercan Ozdemir,The meat had a fabricated taste.,dataset/menu/kofteci_yusuf_ercan_ozdemir.png,4,menu
Kofteci Yusuf,Yusuf Celebi,Kofteci Yusuf tastes the same everywhere. employees are constantly running towards somewhere; it is very difficult to catch and order.,dataset/indoor_atmosphere/kofteci_yusuf_yusuf_celebi.png,5,indoor_atmosphere
Kofteci Yusuf,Nurullah Cinar,We told the staff a very modest breakfast plate; there is unlimited tea; and the breakfast was really good. There was everything up to 4 kinds of cheese and it only cost 54 liras.,dataset/taste/kofteci_yusuf_nurullah_cinar.png,5,taste
Bogazkoy Restaurant,Gokce Mazicioglu,Nice atmosphere; pleasant place. The employees are young; smiling and fast. The breakfast is very nice. Souffles are A-MA-ZING!,dataset/outdoor_atmosphere/bogazkoy_restaurant_gokce_mazicioglu.png,5,outdoor_atmosphere
Bogazkoy Restaurant,Metin Kurt,They do sushi every thursday and I missed so it was a little sad to miss it. Other than that; the food was good.,dataset/menu/bogazkoy_restaurant_metin_kurt.png,5,menu
Bogazkoy Restaurant,Kadir Yurtlu,Definitely the best soufflé I've had in a long time. I am satisfied; I recommend.,dataset/taste/bogazkoy_restaurant_kadir_yurtlu.png,5,taste
Bogazkoy Restaurant,Nafican Tatlici,Asian salmon pastas and salad varieties are very successful. They have not neglected to share the secret of their taste.,dataset/indoor_atmosphere/bogazkoy_restaurant_nafican_tatlici.png,4,indoor_atmosphere
Bogazkoy Restaurant,Mehmet Karahanli,Not bad.,dataset/outdoor_atmosphere/bogazkoy_restaurant_mehmet_karahanli.png,3,outdoor_atmosphere
Bogazkoy Restaurant,Zeynep Hulusi,Souffle heaven has a wonderful variety of flavors; I highly recommend it.,dataset/indoor_atmosphere/bogazkoy_restaurant_zeynep_hulusi.png,5,indoor_atmosphere
Bogazkoy Restaurant,Zafer Nahhas,The waiters were understanding; but the food came cold and late.,dataset/indoor_atmosphere/bogazkoy_restaurant_zafer_nahhas.png,3,indoor_atmosphere
Bogazkoy Restaurant,Yusuf Arslan,I tried Antep taco; I liked.,dataset/menu/bogazkoy_restaurant_yusuf_arslan.png,4,menu
Bogazkoy Restaurant,Cemil Erdogan,The prices are the same as the market; but the staff and service quality are better than others; their special tastes are definitely recommended.,dataset/taste/bogazkoy_restaurant_cemil_erdogan.png,5,taste
Bogazkoy Restaurant,Zeliha Gul,Not very special Gaziantep dishes; but you can find a comfortable and serene atmosphere in Antep. One of the places that can be stylish for the evening.,dataset/indoor_atmosphere/bogazkoy_restaurant_zeliha_gul.png,3,indoor_atmosphere
Bogazkoy Restaurant,Feyza Topal,Taco; on the other hand; was no different than a vegetable wrap wrapped in lavash. It was a decent experience.,dataset/menu/bogazkoy_restaurant_feyza_topal.png,1,menu
Nesh,Akin Hoca,The staff is very fast; the waffles are great; I definitely recommend it.,dataset/menu/nesh_akin_hoca.png,5,menu
Nesh,Fatma Bolat,The waffle was very successful; especially the dough was very delicious. The ice cream they use with such a nice waffle is of very poor quality. The only negative thing is that the employees are constantly checking to see if the food is finished.,dataset/taste/nesh_fatma_bolak.png,4,taste
Nesh,Mustafa Ay,Although they are actually a place that makes waffles; their burgers are delicious and they have a lot of options.,dataset/indoor_atmosphere/nesh_mustafa_ay.png,4,indoor_atmosphere
Nesh,Kaya Dagli,It had very good service. It was also nice to have a lot of choices in waffles.,dataset/outdoor_atmosphere/nesh_kaya_dagli.png,5,outdoor_atmosphere
Nesh,Kumsal Maral,You can add the product you want to the waffle or hamburger with your own choice. You're kind of the chief.,dataset/taste/nesh_kumsal_maral.png,3,taste
Nesh,Leyla Bayindir,Waffles were delicious and their tea was fresh. It wasn't insane for the price. I'm thinking of coming again.,dataset/indoor_atmosphere/nesh_leyla_bayindir.png,5,indoor_atmosphere
Nesh,Melisa Isbilir,Everything was very good; the waffles were very tasty; the employees were very concerned and smiling. It is recommended.,dataset/menu/nesh_melisa_isbilir.png,5,menu
Nesh,Metehan Ak,It's a great place with everything; it's a very good place whether it's about food or interest; it's a very nice place for waffles.,dataset/outdoor_atmosphere/nesh_metehan_ak.png,4,outdoor_atmosphere
Nesh,Ahmey Kaya,I can say that it is the only cafe in Samsun where you can eat waffle dessert properly. You can go without thinking.,dataset/indoor_atmosphere/nesh_ahmet_kaya.png,5,indoor_atmosphere
Nesh,Ece Dincer,"Good waffles, we liked it.",dataset/taste/nesh_ece_dincer.png,5,taste
Nesh,Derya Al,I ate better waffle's in past.,dataset/outdoor_atmosphere/nesh_derya_al.png,2,outdoor_atmosphere
Flash,Hilal Kaya,It was the most delicious adana kebab I ate in Alanya. The prices were also normal. The only thing missing was the salad.,dataset/taste/flash_hilal_kaya.png,4,taste
Flash,Resul Diri,Renovated is pretty good. There is nothing to say about the food and the soups. Especially the lahmacun was perfect.,dataset/indoor_atmosphere/flash_resul_diri.png,5,indoor_atmosphere
Flash,Behcet Cengiz,don't accidentally break a glass or plate; they add 20 lira to your account unannounced.,dataset/menu/flash_behcet_cengiz.png,1,menu
Flash,Sinem Acem,Location of the restourant was good; easy to access.,dataset/outdoor_atmosphere/flash_sinem_acem.png,4,outdoor_atmosphere
Flash,Mert Alyuz,Everything is very good; thank you for your efforts; the meats and dishes in the newly added a la carte menus are legendary; I definitely recommend it.,dataset/outdoor_atmosphere/flash_mert_alyuz.png,5,outdoor_atmosphere
Flash,Ziya Bakir,smiling employees..,dataset/indoor_atmosphere/flash_ziya_bakir.png,5,indoor_atmosphere
Flash,Grigory Laputin,Good place to eat. However; the staff work poorly: They can easily forget to bring some dishes or add seasonings; even though they previously admitted to the contrary.,dataset/taste/flash_grigory_laputin.png,3,taste
Flash,Selin Siyah,Not the best; but not bad.,dataset/outdoor_atmosphere/flash_selin_siyah.png,3,outdoor_atmosphere
Flash,Adem Kirsi,Quite unpolite service; but the meal was good. The salad with the vinegar was extremely good.,dataset/indoor_atmosphere/flash_adem_kirsi.png,3,indoor_atmosphere
Flash,Khaled Srin,Everything was great; definitely coming back when I'm in Alanya again.,dataset/taste/flash_khaled_srin.png,5,taste
Flash,Konstantin Osipov,We came here with my family. Staff was very friendly; responsive and professional. Our order was delivered very quickly. The restaurant serve Turkish cuisine. One of the best in Alanya. Recommended.,dataset/indoor_atmosphere/flash_konstantin_osipov.png,5,indoor_atmosphere
Metanet Lokantasi,Adem Anik,I drank Beyran soup; the taste of the soup was not bad. The lahmacun was good.,dataset/menu/metanet_lokantasi_adem_anik.png,4,menu
Metanet Lokantasi,Emre Aksoy,Beyran is really delicious; the service is fast. Friendly and warm waiters.,dataset/indoor_atmosphere/metanet_lokantasi_emre_aksoy.png,4,indoor_atmosphere
Metanet Lokantasi,Batuhan Tuna,We came to drink beyran soup for breakfast. We really liked the taste. The accompanying breads were delicious.,dataset/taste/metanet_lokantasi_batuhan_tuna.png,5,taste
Metanet Lokantasi,Ramazan Meral,I had eaten Beyran in a few places; but I didn't like it very much. I drank here and liked it. I can drink it every day.,dataset/outdoor_atmosphere/metanet_lokantasi_ramazan_meral.png,4,outdoor_atmosphere
Metanet Lokantasi,Bilal Duzenli,We went for Beyran but it didn't in menu today. We had to order lahmacun and kebab. The lahmacun is awful; the adana kebab and lamb shish kebab are delicious.,dataset/indoor_atmosphere/metanet_lokantasi_bilal_duzenli.png,3,indoor_atmosphere
Metanet Lokantasi,Volkan Savas,I ate katmer here for the first time and I couldn't forget its taste and smell. It may be the most beautiful dessert in the world!!,dataset/taste/metanet_lokantasi_volkan_savas.png,5,taste
Metanet Lokantasi,Meyra Taha,We ate Beyran. We preferred less spicy; the price is 60 TL. The place is clean; the service is fast.,dataset/outdoor_atmosphere/metanet_lokantasi_meyra_taha.png,5,outdoor_atmosphere
Metanet Lokantasi,Meral Dirgen,Lahmacun was terrible.,dataset/indoor_atmosphere/metanet_lokantasi_meral_dirgen.png,1,indoor_atmosphere
Metanet Lokantasi,Ulucan Kaymak,We tried Lahmacun and Beyran. They were beautiful; thank you.,dataset/taste/metanet_lokantasi_ulucan_kaymak.png,4,taste
Metanet Lokantasi,Cagri Ural,I'm ending my vacation by leaving my favorite food here..,dataset/outdoor_atmosphere/metanet_lokantasi_cagri_ural.png,5,outdoor_atmosphere
Metanet Lokantasi,Serkan Bozkurt,We had the opportunity to taste beyran for the first time in our lives and we had heard of the reputation of Metanet's beyran. At first; we had a bit of a prejudice; to be honest; about the intense aroma of meat or fat; but it's not like that at all. Beyrani is so delicious and balanced that we can eat it at any time of the day; morning; noon and evening.,dataset/outdoor_atmosphere/metanet_lokantasi_serkan_bozkurt.png,5,outdoor_atmosphere
Midpoint,Murat Dilek,A very nice place; five stars as the location. If it is the flavor you are looking for; you may not find the exact flavor that you want.,dataset/indoor_atmosphere/midpoint_murat_dilek.png,3,indoor_atmosphere
Midpoint,Caner Begun,Everything is fine; but I have to deduct 1 point because of the prices. There is no problem in taste; presentation and cleanliness.,dataset/taste/midpoint_caner_begun.png,4,taste
Midpoint,Mehmet Gunes,They used to taste better; the chef must have changed.,dataset/outdoor_atmosphere/midpoint_mehmet_gunes.png,3,outdoor_atmosphere
Midpoint,Selim Kirca,Great services.,dataset/menu/midpoint_selim_kirca.png,5,menu
Midpoint,Merve Yildirim,In terms of price performance; I think it is quite reasonable. Employees were also very kind; thank you. I was very satisfied with the spicy-sweet sauce chicken I ate. Only the fries on the side were too simple in my opinion.,dataset/indoor_atmosphere/midpoint_merve_yildirim.png,4,indoor_atmosphere
Midpoint,Merve Kadirli,Breakfast in the morning is usually very crowded on weekends. Service may be delayed. Meals wasn't bad.,dataset/taste/midpoint_merve_kadirli.png,2,taste
Midpoint,Cevat Suzen,Compared to other places; it was more airy and calm by the sea. Thanks.,dataset/outdoor_atmosphere/midpoint_cevat_suzen.png,3,outdoor_atmosphere
Midpoint,Muhammed Timur,Great ambiance; delicious dishes..,dataset/indoor_atmosphere/midpoint_muhammed_timur.png,5,indoor_atmosphere
Midpoint,Tunc Tuncer,Due to the crowd; my order came late; there is no problem other than that.,dataset/menu/midpoint_tunc_tuncer.png,4,menu
Midpoint,Kadir Alkan,The food is delicious; the view is beautiful.,dataset/outdoor_atmosphere/midpoint_kadir_alkan.png,5,outdoor_atmosphere
Midpoint,Ceren Cakir,I went on the recommendation of my friend. Everything at breakfast was delicious. Only the butter had a peculiar smell.,dataset/taste/midpoint_ceren_cakir.png,5,taste
Pecko Firin Atakum,Ridvan Turk,The strawberry cake was great; there was fresh dough. And we only paid for what we ate; drank; portioning; etc. no extra fees were asked. It's a wonderful place,dataset/taste/pecko_firin_atakum_ridvan_turk.png,5,taste
Pecko Firin Atakum,Meltem Bahcaci,When there are so many employees; orders are forgotten; tables are not looked at. The food is really delicious.,dataset/indoor_atmosphere/pecko_firin_atakum_meltem_bahcaci.png,2,indoor_atmosphere
Pecko Firin Atakum,Bulut Ergun,I definitely come here every time I come; I like both breakfast and evening meals; but prices have increased a lot from last year to this year.,dataset/taste/pecko_firin_atakum_bulut_ergun.png,4,taste
Pecko Firin Atakum,Rumeysa Kurul,The worst service I have seen; no one knows what they are doing ,dataset/indoor_atmosphere/pecko_firin_atakum_rumeysa_kurul.png,1,indoor_atmosphere
Pecko Firin Atakum,Saniye Kilic,If you want a delicious and local breakfast on the beach; you should definitely try it.Kuymak is even closed to discussion.,dataset/taste/pecko_firin_atakum_saniye_kilic.png,5,taste
Pecko Firin Atakum,Mehmet Cetinkaya,there are 10 waiters standing; the tables are empty; but the service is very slow. What we ate was delicious.,dataset/outdoor_atmosphere/pecko_firin_atakum_mehmet_cetinkaya.png,3,outdoor_atmosphere
